label,confidence
1.0,-0.9450949430465698
1.0,-0.920353889465332
0.0,0.702180802822113
1.0,-0.7661846876144409
0.0,0.928246796131134
1.0,-0.8508687615394592
0.0,0.5551742315292358
0.0,0.6897762417793274
1.0,-0.6371223330497742
1.0,-0.8350509405136108
1.0,-0.8865570425987244
1.0,-0.7634621858596802
1.0,-0.9043696522712708
1.0,-0.9405272006988525
0.0,0.5170491337776184
0.0,0.6078972816467285
1.0,-0.7579876184463501
1.0,-0.9500823020935059
0.0,0.8597096800804138
0.0,0.5660178065299988
1.0,-0.9378892183303833
1.0,-0.8871892690658569
0.0,0.8019583821296692
0.0,0.9310017824172974
0.0,0.7064533829689026
0.0,0.6409614086151123
0.0,0.6696537733078003
1.0,-0.5386782884597778
0.0,0.740301787853241
1.0,-0.8883440494537354
0.0,0.768645703792572
1.0,-0.5027777552604675
1.0,-0.79994797706604
0.0,0.7807852029800415
1.0,-0.9034094214439392
0.0,0.756278395652771
0.0,0.9143917560577393
0.0,0.8661195039749146
0.0,0.8649828433990479
1.0,-0.5264521241188049
0.0,0.7112157344818115
1.0,-0.8697178959846497
0.0,0.5591088533401489
0.0,0.9100034832954407
0.0,0.6495048999786377
1.0,-0.9113605618476868
0.0,0.8028857111930847
0.0,0.6708353161811829
0.0,0.7294769287109375
0.0,0.8238477110862732
1.0,-0.9522483348846436
0.0,0.7905474901199341
1.0,-0.8917116522789001
0.0,0.8613389730453491
1.0,-0.757507860660553
0.0,0.9361459016799927
0.0,0.6751145124435425
1.0,-0.9550162553787231
0.0,0.8738670349121094
0.0,0.7942714095115662
1.0,-0.9482230544090271
0.0,0.6873863935470581
0.0,0.9300852417945862
1.0,-0.8089817762374878
0.0,0.8920111060142517
1.0,-0.9565009474754333
0.0,0.637289822101593
0.0,0.5029608607292175
1.0,-0.9554733633995056
0.0,0.7748037576675415
0.0,0.6252545118331909
1.0,-0.8998267650604248
0.0,0.8336881995201111
1.0,-0.7397450804710388
1.0,-0.9251906871795654
1.0,-0.8575934767723083
0.0,0.9303026795387268
1.0,-0.8813995122909546
1.0,-0.9214431047439575
1.0,-0.9176963567733765
0.0,0.8546544909477234
1.0,-0.7961140871047974
1.0,-0.5168450474739075
0.0,0.6268227100372314
0.0,0.7679387331008911
1.0,-0.6958192586898804
1.0,-0.670452892780304
0.0,0.8234044909477234
1.0,-0.6058934330940247
0.0,0.6166000366210938
0.0,0.8012663722038269
1.0,-0.8911750912666321
1.0,-0.9437107443809509
1.0,-0.886708676815033
0.0,0.7626923322677612
1.0,-0.933978796005249
1.0,-0.5469547510147095
1.0,-0.953319251537323
1.0,-0.607524037361145
0.0,0.7571463584899902
0.0,0.6905189156532288
1.0,-0.89027339220047
1.0,-0.5239403247833252
0.0,0.5832743644714355
0.0,0.6778528690338135
0.0,0.7713642120361328
1.0,-0.9562569260597229
1.0,-0.7018191814422607
0.0,0.6305546760559082
0.0,0.8944879174232483
0.0,0.5984458327293396
1.0,-0.5287449359893799
0.0,0.6883581876754761
1.0,-0.9604737758636475
0.0,0.7574601173400879
0.0,0.5355494022369385
0.0,0.8716415166854858
0.0,0.8726454377174377
0.0,0.7844906449317932
0.0,0.6186321973800659
1.0,-0.9721326231956482
0.0,0.7157008647918701
0.0,0.6807339191436768
1.0,-0.9720526337623596
0.0,0.7497199773788452
1.0,-0.9039390087127686
1.0,-0.9317957758903503
0.0,0.6938624978065491
0.0,0.5965092182159424
1.0,-0.8676875233650208
0.0,0.5929608345031738
1.0,-0.5702758431434631
1.0,-0.9003651142120361
1.0,-0.8781594038009644
0.0,0.7166354060173035
0.0,0.8256991505622864
0.0,0.6303235292434692
1.0,-0.8859091997146606
0.0,0.9027054309844971
0.0,0.568355143070221
0.0,0.7888290882110596
0.0,0.5559626817703247
0.0,0.6732879877090454
0.0,0.8055433630943298
0.0,0.8042003512382507
0.0,0.8618701696395874
0.0,0.8410640358924866
0.0,0.6730229258537292
1.0,-0.9607066512107849
0.0,0.849187433719635
0.0,0.5009747743606567
0.0,0.8499800562858582
1.0,-0.8129075765609741
0.0,0.7094189524650574
0.0,0.8321726322174072
0.0,0.9098365902900696
0.0,0.8758076429367065
1.0,-0.8725348114967346
1.0,-0.9408316016197205
1.0,-0.565729558467865
1.0,-0.9460307359695435
0.0,0.6778613328933716
1.0,-0.8018887042999268
0.0,0.7750266790390015
1.0,-0.9303135871887207
1.0,-0.9026898145675659
1.0,-0.7446881532669067
1.0,-0.5438374280929565
1.0,-0.9612254500389099
0.0,0.6962996125221252
0.0,0.9658279418945312
0.0,0.7096092104911804
1.0,-0.9608524441719055
0.0,0.6507871150970459
0.0,0.9197276830673218
0.0,0.926746666431427
0.0,0.867063045501709
0.0,0.6542192101478577
1.0,-0.8835143446922302
0.0,0.7078731060028076
0.0,0.7123916149139404
1.0,-0.8906497955322266
0.0,0.8675130009651184
1.0,-0.7250436544418335
0.0,0.6440593004226685
0.0,0.7385755181312561
0.0,0.729009747505188
0.0,0.8560966849327087
1.0,-0.9390377402305603
1.0,-0.9167303442955017
0.0,0.9220910668373108
0.0,0.8384019136428833
0.0,0.6991460919380188
0.0,0.8498157858848572
0.0,0.6333231925964355
1.0,-0.7725600004196167
0.0,0.5337322354316711
0.0,0.663448691368103
0.0,0.7554314136505127
0.0,0.7236034870147705
1.0,-0.7296217083930969
1.0,-0.6748030185699463
1.0,-0.9778770804405212
0.0,0.7367333769798279
0.0,0.9271841049194336
0.0,0.8234876990318298
0.0,0.7735337018966675
0.0,0.7883342504501343
0.0,0.8863338828086853
0.0,0.5163191556930542
0.0,0.7388536334037781
1.0,-0.9266119599342346
0.0,0.5303180813789368
0.0,0.8237873315811157
1.0,-0.9630804657936096
0.0,0.7958597540855408
1.0,-0.9629726409912109
1.0,-0.9657392501831055
1.0,-0.9501473903656006
1.0,-0.9361976385116577
0.0,0.6732478737831116
0.0,0.7564077973365784
1.0,-0.9433586001396179
0.0,0.7198247909545898
0.0,0.7306795120239258
1.0,-0.9765601754188538
1.0,-0.532758355140686
1.0,-0.9527170658111572
0.0,0.7032833695411682
0.0,0.7974691390991211
0.0,0.6701507568359375
1.0,-0.5986613631248474
0.0,0.5880159139633179
1.0,-0.6430051326751709
0.0,0.8817445039749146
0.0,0.6372510194778442
0.0,0.7395192384719849
1.0,-0.9539414048194885
1.0,-0.9028207659721375
1.0,-0.6430408358573914
0.0,0.583406388759613
0.0,0.6861675977706909
1.0,-0.986973226070404
0.0,0.7900863885879517
0.0,0.6034718751907349
1.0,-0.6782301068305969
1.0,-0.8454089164733887
0.0,0.8448440432548523
1.0,-0.8621484637260437
1.0,-0.772251546382904
